CustomerID,LookalikeCustomerID,SimilarityScore
C0125,C0046,0.9999999940570017
C0125,C0105,0.9999999935361134
C0126,C0051,0.9999999944937029
C0126,C0100,0.9999999820369903
C0126,C0059,0.9999999716477869
C0127,C0194,0.9999999700191874
C0127,C0069,0.9999999631851701
C0127,C0184,0.9999999517702592
C0128,C0116,0.9999998972088183
C0128,C0098,0.9999998452451312
C0128,C0161,0.9999998331147586
C0129,C0035,0.9999999575586498
C0129,C0159,0.9999999359350896
C0129,C0167,0.9999999313818685
C0130,C0150,0.9999999891172752
C0130,C0015,0.9999999873277015
C0130,C0164,0.9999999277543881
C0131,C0001,0.9999999892627299
C0131,C0177,0.9999999847688187
C0131,C0005,0.9999999837908368
C0132,C0110,0.9999999967049228
C0132,C0169,0.9999999467453196
C0132,C0039,0.9999999316978678
C0133,C0070,0.9999999925139771
C0133,C0063,0.9999999801643974
C0133,C0045,0.9999999743902667
C0134,C0109,0.9999999890824526
C0134,C0034,0.9999998730825013
C0134,C0091,0.999999859894679
C0135,C0022,0.9999999946135497
C0135,C0048,0.999999993714374
C0135,C0183,0.999999981340947
C0136,C0075,0.9999999610907042
C0136,C0160,0.9999999221915472
C0136,C0176,0.9999998825550854
C0137,C0108,0.9999999982238243
C0137,C0125,0.9999999834098754
C0137,C0173,0.9999999783349632
C0138,C0082,0.9999999776166149
C0138,C0114,0.9999999725727199
C0138,C0188,0.9999999598213438
C0139,C0127,0.9999999410242134
C0139,C0194,0.9999999075428718
C0139,C0069,0.9999999031811079
C0140,C0074,0.9999999935828486
C0140,C0085,0.9999999898548702
C0140,C0185,0.9999999662568381
C0141,C0096,0.9999999809207338
C0141,C0168,0.9999999771822736
C0141,C0089,0.9999999661209643
C0142,C0038,0.9999999819565434
C0142,C0160,0.9999999665032708
C0142,C0073,0.9999999405927606
C0143,C0028,0.9999999897932436
C0143,C0182,0.9999999880854417
C0143,C0102,0.999999987639256
C0144,C0091,0.9999998024339608
C0144,C0134,0.999999622421806
C0144,C0029,0.9999995977490918
C0145,C0102,0.9999999957770833
C0145,C0046,0.9999999953733981
C0145,C0149,0.9999999951005631
C0146,C0154,0.9999999841144794
C0146,C0164,0.99999998169428
C0146,C0178,0.9999999729143408
C0147,C0172,0.9999999251398675
C0147,C0161,0.9999998257048902
C0147,C0019,0.9999998148227156
C0148,C0092,0.9999999903184261
C0148,C0087,0.9999999845581053
C0148,C0163,0.9999999780192461
C0149,C0102,0.9999999993833333
C0149,C0053,0.99999999724288
C0149,C0145,0.9999999951005631
C0150,C0015,0.9999999999319211
C0150,C0130,0.9999999891172752
C0150,C0164,0.999999881622987
C0151,C0033,0.9999866849286798
C0151,C0121,0.9999524207121603
C0151,C0077,0.9999523486798618
C0152,C0061,0.9999999851984225
C0152,C0021,0.9999999722791473
C0152,C0154,0.999999970777392
C0153,C0065,0.9999999969494082
C0153,C0120,0.9999999967628772
C0153,C0156,0.9999999949781833
C0154,C0118,0.9999999866667532
C0154,C0146,0.9999999841144794
C0154,C0152,0.999999970777392
C0155,C0104,0.9999999945992006
C0155,C0099,0.9999999871476911
C0155,C0105,0.9999999824233997
C0156,C0193,0.9999999978983475
C0156,C0068,0.99999999734708
C0156,C0120,0.9999999951041122
C0157,C0025,0.9999999029837005
C0157,C0029,0.9999998700394371
C0157,C0071,0.9999997927992472
C0158,C0187,0.9999999870024141
C0158,C0042,0.9999999819433093
C0158,C0115,0.9999999701537877
C0159,C0056,0.9999999880840794
C0159,C0035,0.9999999762873933
C0159,C0179,0.9999999721651831
C0160,C0038,0.9999999869865975
C0160,C0075,0.9999999856199894
C0160,C0142,0.9999999665032708
C0161,C0098,0.999999999632588
C0161,C0172,0.999999976309225
C0161,C0047,0.9999999655498424
C0162,C0175,0.9999999803749442
C0162,C0195,0.9999999787837788
C0162,C0174,0.9999999770030444
C0163,C0148,0.9999999780192461
C0163,C0087,0.9999999744696674
C0163,C0082,0.9999999498022698
C0164,C0184,0.9999999821054356
C0164,C0146,0.99999998169428
C0164,C0178,0.9999999686424422
C0165,C0169,0.9999998114471101
C0165,C0004,0.9999997982290962
C0165,C0136,0.9999997890820561
C0166,C0190,0.999999988312399
C0166,C0181,0.9999999860015639
C0166,C0027,0.999999985893311
C0167,C0178,0.9999999537485188
C0167,C0177,0.9999999462729545
C0167,C0005,0.9999999332723922
C0168,C0066,0.9999999914447226
C0168,C0141,0.9999999771822736
C0168,C0096,0.9999999608115319
C0169,C0039,0.9999999801345761
C0169,C0113,0.9999999772914996
C0169,C0195,0.9999999570513314
C0170,C0007,0.9999999864851293
C0170,C0117,0.9999999812792425
C0170,C0080,0.9999999812662508
C0171,C0054,0.9999999513570886
C0171,C0089,0.9999999470639505
C0171,C0023,0.9999999427286214
C0172,C0161,0.999999976309225
C0172,C0098,0.9999999710599339
C0172,C0147,0.9999999251398675
C0173,C0125,0.9999999960652152
C0173,C0011,0.9999999917666114
C0173,C0122,0.9999999907670295
C0174,C0186,0.9999999793999829
C0174,C0112,0.9999999780397976
C0174,C0162,0.9999999770030444
C0175,C0072,0.9999999872579266
C0175,C0195,0.9999999871144223
C0175,C0004,0.9999999838259929
C0176,C0003,0.9999999540965261
C0176,C0073,0.9999999360721991
C0176,C0062,0.9999998963691809
C0177,C0131,0.9999999847688187
C0177,C0179,0.9999999633482846
C0177,C0194,0.9999999632302171
C0178,C0067,0.9999999865589626
C0178,C0005,0.9999999852351241
C0178,C0146,0.9999999729143408
C0179,C0035,0.9999999927426375
C0179,C0081,0.9999999909827113
C0179,C0090,0.9999999899807631
C0181,C0166,0.9999999860015639
C0181,C0106,0.9999999789771152
C0181,C0190,0.9999999600311048
C0182,C0200,0.9999999969088118
C0182,C0026,0.9999999910099896
C0182,C0053,0.999999990562407
C0183,C0064,0.9999999923445617
C0183,C0022,0.9999999911704633
C0183,C0007,0.9999999906542156
C0184,C0164,0.9999999821054356
C0184,C0146,0.9999999689506569
C0184,C0127,0.9999999517702592
C0185,C0074,0.9999999887501575
C0185,C0050,0.9999999694502023
C0185,C0140,0.9999999662568381
C0186,C0081,0.9999999997065746
C0186,C0179,0.9999999874360403
C0186,C0035,0.9999999814254835
C0187,C0158,0.9999999870024141
C0187,C0115,0.9999999781101857
C0187,C0050,0.9999999696908931
C0188,C0054,0.9999999973228028
C0188,C0082,0.9999999940757422
C0188,C0059,0.9999999891132668
C0189,C0055,0.9999999827663077
C0189,C0192,0.9999999515135565
C0189,C0036,0.9999999483588793
C0190,C0166,0.999999988312399
C0190,C0086,0.9999999838329311
C0190,C0027,0.9999999787583154
C0191,C0093,0.9999999805183366
C0191,C0069,0.9999999781503909
C0191,C0063,0.99999997398701
C0192,C0116,0.9999999617953595
C0192,C0189,0.9999999515135565
C0192,C0024,0.9999999406474329
C0193,C0068,0.9999999990002958
C0193,C0156,0.9999999978983475
C0193,C0153,0.9999999913037
C0194,C0127,0.9999999700191874
C0194,C0131,0.9999999645105724
C0194,C0177,0.9999999632302171
C0195,C0175,0.9999999871144223
C0195,C0004,0.9999999797512584
C0195,C0162,0.9999999787837788
C0196,C0040,0.999999984192057
C0196,C0066,0.999999978774031
C0196,C0168,0.9999999602048616
C0197,C0027,0.9999999909483306
C0197,C0073,0.9999999754280515
C0197,C0113,0.9999999692691764
C0198,C0015,0.9999997970050122
C0198,C0150,0.9999997952019165
C0198,C0130,0.9999997606612883
C0199,C0181,0.9999999546686509
C0199,C0106,0.9999999410741934
C0199,C0076,0.9999999405513291
C0200,C0182,0.9999999969088118
C0200,C0026,0.9999999968978652
C0200,C0053,0.9999999928073108
